Recipe Name,Recipe Photo,Prepare Time,Cook Time,Total Time,RecipeID,Servings
Blueberry Streusel Muffins Recipe ,https://images.media-allrecipes.com/userphotos/560x315/177004.jpg,20,30,50,23309,12
'Hayley''s M Chicken Recipe ',https://images.media-allrecipes.com/images/79591.png,10,35,45,23310,4
Japanese Chicken Wings Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4154813.jpg,15,45,60,23312,6
Tortilla Casserole Recipe ,https://images.media-allrecipes.com/userphotos/250x250/580927.jpg,20,60,620,23313,12
Restaurant Style Red Beans and Rice Recipe ,https://images.media-allrecipes.com/userphotos/250x250/777778.jpg,5,90,95,23317,7
Cream Dill Sauce Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4525506.jpg,10,NULL,70,23318,8
Butterflied Curry Turkey Tenderloins Recipe ,https://images.media-allrecipes.com/images/79591.png,10,12,142,23321,4
Chicken and Sliders Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5788344.jpg,30,150,180,23328,6
Florentine Stuffed Turkey Breast Half Recipe ,https://images.media-allrecipes.com/images/79591.png,15,120,135,23330,6
Mexican Turkey Stuffed Shells Recipe ,https://images.media-allrecipes.com/images/79591.png,15,75,100,23331,6
'Ma''s Premium Ice Cream Pie Recipe ',https://images.media-allrecipes.com/userphotos/250x250/196590.jpg,30,NULL,60,23332,10
'Momma OB''s Chicken Chili Recipe ',https://images.media-allrecipes.com/userphotos/250x250/73661.jpg,15,180,195,23334,8
Italian Style Soup Recipe ,https://images.media-allrecipes.com/userphotos/250x250/931657.jpg,25,40,65,23335,8
Cake Mix Cookies VIII Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2127062.jpg,10,8,25,23337,24
Walnut Pie II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/653702.jpg,30,60,90,23339,8
Brownies with Peanut Butter Fudge Frosting Recipe ,https://images.media-allrecipes.com/userphotos/560x315/33098.jpg,15,45,60,23341,18
Beef Burgundy I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3291534.jpg,20,120,140,23342,7
Semolina Pudding Recipe ,https://images.media-allrecipes.com/userphotos/250x250/728998.jpg,15,35,50,23344,6
Poached Turkey Normandy Recipe ,https://images.media-allrecipes.com/images/79591.png,10,25,35,23346,2
Pesto Herb Spread Recipe ,https://images.media-allrecipes.com/userphotos/250x250/71346.jpg,15,NULL,75,23347,20
Creamy Lemon Pie II Recipe ,https://images.media-allrecipes.com/images/79591.png,30,NULL,30,23348,8
Lebkuchen IV Recipe ,https://images.media-allrecipes.com/userphotos/250x250/926687.jpg,25,10,520,23349,72
Nacho Dip III Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1319625.jpg,5,10,15,23350,64
Walnut Raisin Pie Recipe ,https://images.media-allrecipes.com/userphotos/560x315/6172532.jpg,10,40,60,23351,8
'S''mores Recipe ',https://images.media-allrecipes.com/userphotos/560x315/186841.jpg,10,10,30,23353,24
Pastry Cream for Pies Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5762967.jpg,30,30,60,23355,8
Butterscotch Squares Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1010950.jpg,10,20,30,23356,24
Cinnamon Pancakes in a Jar Recipe ,https://images.media-allrecipes.com/userphotos/250x250/156175.jpg,10,5,15,23357,5
Run For The Roses Pie II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5394427.jpg,30,45,90,23359,8
Platski Recipe ,https://images.media-allrecipes.com/images/79591.png,10,20,30,23360,4
Atlantic Corn Chowder Recipe ,https://images.media-allrecipes.com/userphotos/250x250/154288.jpg,10,30,40,23361,4
Baked Yam and Potato Casserole Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2890045.jpg,20,60,80,23364,4
Forever Amber Recipe ,https://images.media-allrecipes.com/images/79591.png,5,30,35,23366,48
Caramel Chocolate Corn Recipe ,https://images.media-allrecipes.com/userphotos/560x315/685838.jpg,7,8,30,23367,32
'Mumze''s Sticky Chicken Recipe ',https://images.media-allrecipes.com/userphotos/560x315/4468821.jpg,15,60,75,23369,4
Cheese Easy Squares Recipe ,https://images.media-allrecipes.com/userphotos/250x250/808382.jpg,15,10,25,23370,15
Pepper Rice and Confetti Beef Recipe ,https://images.media-allrecipes.com/userphotos/250x250/854730.jpg,15,30,45,23372,4
Layered Dip Recipe ,https://images.media-allrecipes.com/userphotos/560x315/738802.jpg,20,NULL,80,23373,32
Smoked Tuna Dip Recipe ,https://images.media-allrecipes.com/userphotos/250x250/32244.jpg,15,NULL,75,23377,24
Easy Minute Steaks Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1236768.jpg,15,60,75,23380,4
Artichoke and Roasted Red Pepper Dip Recipe ,https://images.media-allrecipes.com/userphotos/250x250/763743.jpg,10,40,50,23384,24
Date Flecked Orange Muffins Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1413767.jpg,15,20,35,23385,12
Easy Quiche Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1125179.jpg,10,50,60,23389,8
'Emma''s Belgian Waffles Recipe ',https://images.media-allrecipes.com/userphotos/250x250/646115.jpg,10,20,70,23390,6
Garlic Stuffed Roast Recipe ,https://images.media-allrecipes.com/userphotos/560x315/970714.jpg,15,480,495,23391,4
One Minute Chocolate Icing Recipe ,https://images.media-allrecipes.com/userphotos/250x250/45924.jpg,5,10,15,23392,12
Chocolate Cake IV Recipe ,https://images.media-allrecipes.com/userphotos/250x250/434829.jpg,20,35,55,23394,12
Maple Bacon Pancake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/32922.jpg,10,20,30,23397,5
'Jenny''s Black Forest Cake Recipe ',https://images.media-allrecipes.com/userphotos/560x315/1120941.jpg,30,30,60,23398,10
Pecan French Toast Recipe ,https://images.media-allrecipes.com/userphotos/560x315/868.jpg,20,20,1480,23400,4
Antipasto Recipe ,https://images.media-allrecipes.com/userphotos/560x315/865800.jpg,60,30,570,23401,56
London Broil Sauce Recipe ,https://images.media-allrecipes.com/userphotos/250x250/63136.jpg,10,NULL,10,23402,4
'Monica''s Never Fail Rolls Recipe ',https://images.media-allrecipes.com/userphotos/250x250/128744.jpg,45,20,360,23405,36
Whipped Cream Cake II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2344172.jpg,30,25,55,23406,10
Pumpkin Cheesecake in a Gingersnap Crust  Recipe ,https://images.media-allrecipes.com/userphotos/560x315/557961.jpg,30,90,600,23408,8
Cornbread II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/320811.jpg,10,20,30,23409,6
Italian Roast Beef II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5043070.jpg,1440,210,1650,23411,8
Old Fashioned Stuffing Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4223324.jpg,15,60,1515,23412,24
Dried Apple Stack Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/735608.jpg,15,30,60,23413,12
Milk Cracker Stuffing Recipe ,https://images.media-allrecipes.com/images/79591.png,15,15,30,23417,10
Spicy Crispy Beef Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2621678.jpg,20,20,45,23420,4
Cherry Crisp Recipe ,https://images.media-allrecipes.com/userphotos/250x250/441575.jpg,10,30,55,23421,6
Black Chocolate Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/141682.jpg,10,30,40,23422,12
Chicken Pot Pie VII Recipe ,https://images.media-allrecipes.com/userphotos/250x250/278595.jpg,30,25,55,23427,8
Meatball Lemon Soup Recipe ,https://images.media-allrecipes.com/images/79591.png,30,25,55,23428,4
Harvest Pumpkin Tarts Recipe ,https://images.media-allrecipes.com/userphotos/250x250/978174.jpg,5,20,25,23429,24
Spiced Pumpkin Pie Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4580011.jpg,5,60,65,23430,8
Stuffed Green Peppers II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2361.jpg,20,25,45,23432,6
Lemon Bundt Cake Recipe ,https://images.media-allrecipes.com/userphotos/250x250/66015.jpg,15,45,60,23433,12
Seven Layer Dinner Recipe ,https://images.media-allrecipes.com/userphotos/250x250/874531.jpg,15,120,135,23434,5
French Onion Soup VI Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5176108.jpg,30,130,160,23435,6
Tunnel of Fudge Cake I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1104964.jpg,35,60,155,23436,14
Old Fashioned Stack Cake Recipe ,https://images.media-allrecipes.com/images/79591.png,30,30,1020,23438,12
Perfect Pumpkin Pie Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5895606.jpg,15,55,70,23439,8
Chicken Wild Rice Soup II Recipe ,https://images.media-allrecipes.com/userphotos/250x250/48593.jpg,15,45,480,23440,8
Cabbage Patch Stew Recipe ,https://images.media-allrecipes.com/userphotos/250x250/267191.jpg,20,420,440,23441,4
Coconut Cream Cake III Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4517792.jpg,10,75,85,23442,12
Pumpkin Roll III Recipe ,https://images.media-allrecipes.com/userphotos/560x315/8040.jpg,20,15,95,23447,15
Fantastic Focaccia Bread Recipe ,https://images.media-allrecipes.com/userphotos/560x315/16169.jpg,105,15,120,23451,4
Broccoli Turkey Bake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5799749.jpg,5,50,55,23518,8
Green Chile Frittata Recipe ,https://images.media-allrecipes.com/userphotos/560x315/11585.jpg,15,55,70,23519,10
Oatmeal Maple Syrup Muffins Recipe ,https://images.media-allrecipes.com/userphotos/250x250/13607.jpg,10,20,30,23520,12
Chocolate Gravy I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/19241.jpg,5,10,15,23521,4
Grilled Tequila,https://images.media-allrecipes.com/userphotos/560x315/964366.jpg,10,10,20,23523,4
Peppermint Patty I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/24434.jpg,1,2,3,23524,1
Gin Slush Recipe ,https://images.media-allrecipes.com/userphotos/560x315/847310.jpg,15,15,1440,23525,30
Hot Chocolate Mix I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1091494.jpg,10,2,12,23526,34
Instant Russian Tea Recipe ,https://images.media-allrecipes.com/userphotos/250x250/511658.jpg,10,NULL,10,23527,100
Friendship Tea Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4554707.jpg,10,NULL,10,23528,40
Hot Buttered Apple Cider Recipe ,https://images.media-allrecipes.com/userphotos/250x250/279577.jpg,1,20,21,23529,8
Orange Smoothie Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2610325.jpg,1,1,2,23530,4
Frothy Eggnog Recipe ,https://images.media-allrecipes.com/userphotos/560x315/529558.jpg,15,NULL,260,23531,24
Tea Punch Recipe ,https://images.media-allrecipes.com/userphotos/560x315/696565.jpg,30,NULL,270,23532,24
'Kerri''s Holiday Punch Recipe ',https://images.media-allrecipes.com/userphotos/250x250/789712.jpg,5,NULL,5,23533,30
Original Irish Cream Recipe ,https://images.media-allrecipes.com/userphotos/560x315/290354.jpg,15,NULL,15,23534,16
RaSpBeRrY FiZzLeR Recipe ,https://images.media-allrecipes.com/userphotos/560x315/423416.jpg,5,NULL,5,23535,2
Purple and Gold Margarita Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1004089.jpg,2,NULL,2,23536,1
White Sangria Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1031312.jpg,30,NULL,90,23537,32
Mocha Coffee Recipe ,https://images.media-allrecipes.com/userphotos/250x250/808772.jpg,5,5,10,23538,1
Strawberry Oatmeal Breakfast Smoothie Recipe ,https://images.media-allrecipes.com/userphotos/560x315/409456.jpg,5,NULL,5,23539,2
Tornado Twist Recipe ,https://images.media-allrecipes.com/userphotos/560x315/16644.jpg,1,NULL,1,23540,2
Peanut Buttercup Hot Chocolate Recipe ,https://images.media-allrecipes.com/userphotos/250x250/172046.jpg,NULL,2,2,23541,1
Tainted Fruit Shots Recipe ,https://images.media-allrecipes.com/userphotos/250x250/231570.jpg,5,NULL,60,23542,20
'Tanya''s Ginger Punch Recipe ',https://images.media-allrecipes.com/images/79591.png,5,10,30,23543,10
Peach Smoothie Recipe ,https://images.media-allrecipes.com/userphotos/250x250/450777.jpg,1,NULL,1,23544,4
Pina Colada Punch Recipe ,https://images.media-allrecipes.com/userphotos/250x250/852697.jpg,20,NULL,20,23545,30
Tropical Shake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1080692.jpg,5,NULL,10,23546,2
Potatoes Romanoff Recipe ,https://images.media-allrecipes.com/userphotos/560x315/789784.jpg,15,45,60,23547,12
Tropical Delight Punch Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1326380.jpg,5,NULL,5,23549,10
Cape Cod and White Zinfandel Recipe ,https://images.media-allrecipes.com/userphotos/250x250/1008067.jpg,2,NULL,2,23551,1
Perfect Party Punch Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1260562.jpg,10,NULL,10,23552,30
Basic Fruit Smoothie Recipe ,https://images.media-allrecipes.com/userphotos/250x250/521846.jpg,10,5,15,23553,4
Lime Daiquiri Recipe ,https://images.media-allrecipes.com/userphotos/250x250/18333.jpg,5,NULL,5,23554,4
Winter Punch Recipe ,https://images.media-allrecipes.com/userphotos/250x250/54001.jpg,2,4,6,23555,4
Mulled Apple Champagne Punch Recipe ,https://images.media-allrecipes.com/images/79591.png,1,10,11,23556,18
Mango Lassi I Recipe ,https://images.media-allrecipes.com/userphotos/250x250/770743.jpg,7,NULL,7,23557,4
Beef Enchiladas I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/3611569.jpg,15,30,60,23563,6
Slow,https://images.media-allrecipes.com/userphotos/560x315/568902.jpg,25,500,525,23564,6
Simply Amazing Meatloaf Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4481733.jpg,5,75,80,23566,6
Slow,https://images.media-allrecipes.com/userphotos/560x315/496244.jpg,20,250,270,23567,6
Best Ever Tuna Salad Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4460746.jpg,15,NULL,15,23570,8
Cold Smoked Salmon with Herb Sauce Recipe ,https://images.media-allrecipes.com/userphotos/250x250/986107.jpg,20,NULL,75,23573,12
Salmon in the Dishwasher Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1222.jpg,10,40,50,23574,4
Raspberry Tilapia Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1707791.jpg,15,25,40,23576,4
Baked Plum Pudding Dessert Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4362543.jpg,10,40,50,23578,12
Thai Fried Bananas Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1096223.jpg,20,15,35,23579,20
Caramel Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4621980.jpg,15,45,60,23580,16
Pumpkin Cake III Recipe ,https://images.media-allrecipes.com/userphotos/250x250/577401.jpg,10,60,70,23581,12
Turkey Dumplings Recipe ,https://images.media-allrecipes.com/userphotos/560x315/40073.jpg,15,55,70,23582,10
Pumpkin Chocolate Dessert Cake Recipe ,https://images.media-allrecipes.com/userphotos/560x315/490857.jpg,20,40,60,23583,12
Basic Yankee Bread Stuffing Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1080156.jpg,10,20,30,23584,12
Apple Butter VI Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2752647.jpg,20,130,150,23585,40
Potato Potluck Dish Recipe ,https://images.media-allrecipes.com/userphotos/250x250/618772.jpg,20,60,80,23587,24
Corn Casserole I Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1295099.jpg,10,60,70,23588,6
Pineapple Congealed Salad Recipe ,https://images.media-allrecipes.com/images/79591.png,15,NULL,255,23589,15
Cranberry Sauce III Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4588981.jpg,15,NULL,375,23590,12
Seven Layer Tex Mex Dip Recipe ,https://images.media-allrecipes.com/userphotos/560x315/347736.jpg,15,NULL,15,23591,12
Drunk Dogs Recipe ,https://images.media-allrecipes.com/userphotos/560x315/5215221.jpg,10,60,70,23592,8
'Andie''s Stuffed Mushrooms Recipe ',https://images.media-allrecipes.com/userphotos/250x250/760271.jpg,30,15,45,23593,10
Sweet and Spicy Nuts Recipe ,https://images.media-allrecipes.com/userphotos/560x315/2784615.jpg,20,15,35,23594,16
Crispy Vegetable Pakoras Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1055227.jpg,15,10,25,23595,6
Fried Mozzarella Cheese Sticks Recipe ,https://images.media-allrecipes.com/userphotos/560x315/462522.jpg,15,15,30,23596,8
Honey Mustard Sauce Recipe ,https://images.media-allrecipes.com/userphotos/560x315/189333.jpg,10,NULL,130,23597,18
Bacon Wrapped Water Chestnuts IV Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1009009.jpg,15,25,40,23598,20
'World''s Best Lasagna Recipe ',https://images.media-allrecipes.com/userphotos/560x315/3359675.jpg,30,150,195,23600,12
'Kay''s Spaghetti and Lasagna Sauce Recipe ',https://images.media-allrecipes.com/userphotos/250x250/100868.jpg,20,40,60,23602,8
White Cream Sauce Recipe ,https://images.media-allrecipes.com/userphotos/250x250/266607.jpg,5,10,15,23607,8
Everything in the Fridge Pasta Sauce Recipe ,https://images.media-allrecipes.com/userphotos/560x315/709804.jpg,10,20,30,23609,4
Genuine Egg Noodles Recipe ,https://images.media-allrecipes.com/userphotos/560x315/966604.jpg,40,10,230,23618,5
Bone,https://images.media-allrecipes.com/userphotos/250x250/382157.jpg,15,480,495,23619,30
Jalapeno Soup Recipe ,https://images.media-allrecipes.com/userphotos/560x315/570084.jpg,15,20,35,23621,6
Loaded Potato Soup II Recipe ,https://images.media-allrecipes.com/userphotos/560x315/1046522.jpg,10,35,45,23622,10
Chunky Broccoli Cheese Soup Recipe ,https://images.media-allrecipes.com/userphotos/560x315/4463857.jpg,5,20,25,23623,10
Miracle Soup Recipe ,https://images.media-allrecipes.com/userphotos/250x250/500650.jpg,15,30,45,23624,20
Chicken With A Bang Recipe ,https://images.media-allrecipes.com/userphotos/250x250/988687.jpg,15,35,50,23626,6
Chicken El Dermie Le Hermie Recipe ,https://images.media-allrecipes.com/userphotos/560x315/826090.jpg,10,70,80,23627,6
Marsala Marinade Recipe ,https://images.media-allrecipes.com/images/79591.png,10,NULL,10,23629,2
Apricot Chicken III Recipe ,https://images.media-allrecipes.com/userphotos/250x250/52542.jpg,5,60,65,23631,4
Golden Cakes Recipe ,https://images.media-allrecipes.com/userphotos/250x250/623436.jpg,10,15,30,23636,15
'Not Your Mother''s Pumpkin Bread Recipe ',https://images.media-allrecipes.com/userphotos/250x250/133493.jpg,20,65,85,23640,36
