,Recipe Name,Prepare Time,Cook Time,Total Time,RecipeID,Servings
5945,'Colene''s Easy Tomato Vegetable Soup Recipe ',NULL,NULL,NULL,15260,4
5946,Country Oatmeal Cookie in a Jar Recipe ,15,15,30,15261,12
5947,Cranberry Hootycreeks Recipe ,25,NULL,25,15262,18
5948,'Devil''s Food Peanut Butter Chip Cookies Recipe ',10,12,45,15263,30
5949,Easy to Make Ginger Cookies Recipe ,NULL,NULL,NULL,15264,12
5950,Fluffy White Frosting Recipe ,NULL,NULL,NULL,15265,12
5951,Grilled Chicken Cordon Bleu Sandwiches Recipe ,5,5,10,15266,1
5952,Four Spice Crackles Recipe ,NULL,NULL,NULL,15267,24
5953,Fruit Meringues Recipe ,NULL,NULL,NULL,15270,18
5954,German Anise Christmas Cookies (Springerle) Recipe ,NULL,NULL,NULL,15271,36
5955,Caldo De Res (Beef Soup) Recipe ,NULL,NULL,NULL,15273,4
5956,'Great Grandad''s Sugar Cookies Recipe ',30,10,70,15274,30
5957,Gumdrop Cookies I Recipe ,NULL,NULL,NULL,15275,18
5958,Kolaczki Recipe ,NULL,NULL,NULL,15277,24
5959,Kourambiathes (Greek Cookies) Recipe ,30,15,45,15278,16
5960,Cream of Asparagus Soup II Recipe ,NULL,NULL,NULL,15279,8
5961,Potato Soup a la Inge Recipe ,NULL,NULL,NULL,15280,4
5962,Orange Cranberry Biscotti Recipe ,NULL,NULL,NULL,15282,20
5963,White BBQ Sauce Recipe ,NULL,NULL,NULL,15284,24
5964,Pattern Cookies Recipe ,NULL,NULL,NULL,15285,12
5965,Margarita Balls II Recipe ,NULL,NULL,NULL,15286,48
5966,Pfeffernusse Kuchen Recipe ,NULL,NULL,NULL,15287,50
5967,Pizzelle,NULL,NULL,NULL,15289,6
5968,Russian Rocks II Recipe ,NULL,NULL,NULL,15291,60
5969,Snow Balls in a Jar Recipe ,NULL,NULL,NULL,15292,24
5970,Soft Gingerbread Cookies Recipe ,25,10,225,15293,36
5971,Acini di Pepe Salad Recipe ,NULL,NULL,NULL,15294,8
5972,Soft Sugar Cookies IV Recipe ,NULL,NULL,NULL,15295,24
5973,Sour Cream Cut,NULL,NULL,NULL,15296,18
5974,Special Butterscotch Chip Cookies in a Jar Recipe ,NULL,NULL,NULL,15297,12
5975,Tea Cakes III Recipe ,NULL,NULL,NULL,15299,48
5976,'Tina''s Shortbread Chocolate Chip Cookies Recipe ',NULL,NULL,NULL,15300,12
5977,'Vel''s Christmas Shortbread Recipe ',30,12,60,15301,60
5978,Southwest Chicken Recipe ,NULL,NULL,NULL,15302,4
5979,Coconut Cake IV Recipe ,30,60,90,15303,12
5980,Black Walnut Cookies II Recipe ,NULL,NULL,NULL,15304,36
5981,Butterscotch Oatmeal Cookies II Recipe ,NULL,NULL,NULL,15308,30
5982,Butterscotch Pecan Cookies Recipe ,NULL,NULL,NULL,15309,18
5983,Chewy Gooey Cookies Recipe ,NULL,NULL,NULL,15312,18
5984,Chocolate Espresso Cookies Recipe ,NULL,NULL,NULL,15313,18
5985,Chocolate Rocky Road Cookies Recipe ,NULL,NULL,NULL,15314,24
5986,Chocolate Swirl and Chip Cookies Recipe ,NULL,NULL,NULL,15315,18
5987,Cracker Jack Cookies I Recipe ,NULL,NULL,NULL,15316,36
5988,Fabulous Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,15318,18
5989,Filled Date Cookies Recipe ,NULL,NULL,NULL,15320,30
5990,Fruit Cocktail Drop Cookies Recipe ,NULL,NULL,NULL,15322,36
5991,German Rocks Recipe ,15,10,25,15323,36
5992,Ginger,NULL,NULL,NULL,15324,12
5993,'Grandma Strojny''s Mud Cookies Recipe ',20,10,30,15326,12
5994,Capirotada (Mexican Bread Pudding) Recipe ,30,30,75,15327,10
5995,'Helen''s Raisin Drop Cookies Recipe ',NULL,NULL,NULL,15329,24
5996,'Jack''s Chocolate Chip Cookies Recipe ',NULL,NULL,NULL,15330,36
5997,Jacksonville Crisps Recipe ,NULL,NULL,NULL,15331,15
5998,Jailhouse Rocks  Recipe ,15,11,26,15332,18
5999,'Kori''s Whole Wheat Cookies Recipe ',NULL,NULL,NULL,15333,18
6000,'Kristen''s Awesome Oatmeal Cookies Recipe ',NULL,NULL,NULL,15334,30
6001,Individual Beef Wellingtons Recipe ,20,25,45,15336,6
6002,Bimini Bread Recipe ,NULL,NULL,NULL,15337,10
6003,Old Fashioned Chicken and Dumplings Recipe ,NULL,NULL,NULL,15338,20
6004,Mexican Layered Dip Recipe ,10,NULL,130,15340,10
6005,French Onion Soup IV Recipe ,NULL,NULL,NULL,15341,6
6006,Guadalajara Soup Recipe ,NULL,NULL,NULL,15342,10
6007,Menudo Recipe ,NULL,NULL,NULL,15343,7
6008,Chicken Vegetable Soup Recipe ,NULL,NULL,NULL,15344,10
6009,Christmas Bread Pudding Recipe ,NULL,NULL,NULL,15345,6
6010,'Jean''s Homemade Chicken Noodle Soup Recipe ',20,25,45,15346,4
6011,Caramel Shortbread Squares Recipe ,10,25,35,15347,40
6012,"Bean, Bacon and Pepper Soup Recipe ",NULL,NULL,NULL,15348,5
6013,Veggie Chicken Rice Casserole Recipe ,NULL,NULL,NULL,15351,6
6014,Coconut Walnut Biscotti Recipe ,NULL,NULL,NULL,15353,18
6015,Slow Cooker Corn Chowder Recipe ,20,510,530,15355,9
6016,"Bratwurst, Potato and Cabbage Soup Recipe ",NULL,NULL,NULL,15356,8
6017,Caramel Corn Snack Mix Recipe ,25,30,55,15357,15
6018,'Michelle''s Roast Chicken Recipe ',NULL,NULL,NULL,15358,6
6019,Spicy Tortilla Roll,70,NULL,75,15359,30
6020,Soy Sauce Chicken and Rice Recipe ,NULL,NULL,NULL,15360,4
6021,Avocado Pie Recipe ,NULL,NULL,NULL,15362,8
6022,Creamy Mexican Dip Recipe ,5,NULL,125,15363,8
6023,'Shepherd''s Pie III Recipe ',NULL,NULL,NULL,15364,6
6024,Boiling Water Crust II Recipe ,NULL,NULL,NULL,15365,8
6025,Date and Nut Bread Recipe ,NULL,NULL,NULL,15366,12
6026,'Martha''s Vegetable Beef Soup Recipe ',5,25,30,15367,6
6027,Carrot Spice and Walnut Pie Recipe ,30,60,90,15369,10
6028,Lemon Meringue Pie II Recipe ,NULL,NULL,NULL,15371,8
6029,Cheese Dipping Sauce Recipe ,2,10,12,15372,4
6030,Best Ever Blueberry Cobbler Recipe ,20,40,60,15373,6
6031,Chocolate Meringue Pie Recipe ,NULL,NULL,NULL,15374,8
6032,Fried Chicken with Creamy Gravy Recipe ,25,30,55,15375,8
6033,Italian Teething Cookies Recipe ,NULL,NULL,NULL,15376,12
6034,'Cheater''s Enchiladas Recipe ',10,20,30,15378,8
6035,'Tanya''s Snickerdoodles Recipe ',NULL,NULL,NULL,15379,25
6036,Crabmeat Toasts Recipe ,5,8,15,15380,6
6037,Black Walnut Cookies Recipe ,NULL,NULL,NULL,15381,48
6038,"Hearty Potato, Bacon and Onion Soup Recipe ",NULL,NULL,NULL,15384,4
6039,Orange Bread Recipe ,NULL,NULL,NULL,15385,15
6040,Chili III Recipe ,NULL,NULL,NULL,15386,7
6041,Lactose Free Corn Chowder Recipe ,NULL,NULL,NULL,15387,8
6042,Potato Soup VIII Recipe ,NULL,NULL,NULL,15388,5
6043,Red Potato Soup Recipe ,NULL,NULL,NULL,15389,16
6044,Easy Vegetable Soup I Recipe ,NULL,NULL,NULL,15390,8
6045,One Bowl Chocolate Cake I Recipe ,NULL,NULL,NULL,15391,24
6046,Wellesley Fudge Cake I Recipe ,NULL,NULL,NULL,15392,24
6047,Pasta Chicken and Sun,NULL,NULL,NULL,15394,8
6048,Incredible Chicken Recipe ,NULL,NULL,NULL,15395,8
6049,'C and L''s Stuffed Black Olives Recipe ',25,10,35,15396,8
6050,Herb Bread Recipe ,NULL,NULL,NULL,15397,12
6051,Italian Ties Recipe ,NULL,NULL,NULL,15398,18
6052,Cinnamon Coffee Cake II Recipe ,NULL,NULL,NULL,15399,24
6053,Caramel Pie Recipe ,NULL,NULL,NULL,15400,10
6054,Easy Chili I Recipe ,NULL,NULL,NULL,15401,6
6055,Hearty Oatmeal Loaf Recipe ,NULL,NULL,NULL,15402,12
6056,Sugarless Pumpkin Pie II Recipe ,NULL,NULL,NULL,15403,8
6057,Carrot Pineapple Cake III Recipe ,NULL,NULL,NULL,15405,20
6058,Honey Baked Chicken I Recipe ,NULL,NULL,NULL,15406,5
6059,Pasta Milan Recipe ,20,15,35,15408,2
6060,Steak Chili Recipe ,NULL,NULL,NULL,15410,6
6061,Homemade Irish Cream Recipe ,495,NULL,500,15411,24
6062,Rosemary Sherry Pork Chops Recipe ,10,25,35,15412,4
6063,Roasted Red Bell Pepper Soup Recipe ,NULL,NULL,NULL,15413,6
6064,Amaretto Mousse Cheesecake Recipe ,5,10,735,15414,12
6065,Toasted Coconut Cream Pie Recipe ,35,35,1510,15415,8
6066,Vegan Crepes Recipe ,5,20,145,15417,4
6067,Strawberry Slush Recipe ,10,NULL,490,15418,6
6068,Fruit Dip I Recipe ,5,NULL,5,15420,5
6069,Alaskan Snow Pie Recipe ,30,15,45,15421,8
6070,Pierogi II Recipe ,20,10,30,15422,12
6071,Blueberry Delight Recipe ,NULL,NULL,NULL,15423,8
6072,Cheesecake Topped Brownies Recipe ,20,45,65,15424,40
6073,Cranapana Bread Recipe ,25,60,85,15426,12
6074,Roast Chicken with Rosemary Recipe ,10,120,130,15427,6
6075,Farfalle with Asparagus and Smoked Salmon Recipe ,10,20,150,15428,4
6076,Steak n Ale Pie Recipe ,NULL,NULL,NULL,15429,4
6077,Zucchini Soup III Recipe ,NULL,NULL,NULL,15430,16
6078,Beef and Vegetable Stew Recipe ,15,145,160,15431,6
6079,Angel Food Cake III Recipe ,30,45,75,15432,14
6080,Angel Food Cake with Toasted Almonds Recipe ,30,35,125,15433,12
6081,Celery and Stilton Soup Recipe ,20,40,60,15435,4
6082,Texas Brazil Nut Fruitcake Recipe ,NULL,NULL,NULL,15437,36
6083,Chocolate Crunch Pie Recipe ,NULL,NULL,NULL,15438,8
6084,Peach Cobbler IV Recipe ,NULL,NULL,NULL,15441,6
6085,Peach Cobbler V Recipe ,NULL,NULL,NULL,15442,8
6086,'Lyn''s Chicken Recipe ',10,40,50,15444,4
6087,Stuffed Mushrooms I Recipe ,20,20,40,15445,9
6088,Garlic Cheese Chicken Rollups Recipe ,NULL,NULL,NULL,15448,4
6089,Swedish Meatballs I Recipe ,25,60,85,15449,4
6090,Chocolate Covered Caramel Surprise Cookies Recipe ,NULL,NULL,NULL,15450,18
6091,Southern Butternut Squash Recipe ,20,30,50,15451,5
6092,Marble Nut Clusters Recipe ,NULL,NULL,NULL,15453,12
6093,Easy Pizza Sauce II Recipe ,NULL,NULL,NULL,15454,16
6094,Pineapple Walnut Salad Recipe ,5,NULL,35,15455,2
6095,Navy Bean Pie Recipe ,NULL,NULL,NULL,15457,8
6096,Sweet Potato Pie VI Recipe ,NULL,NULL,NULL,15458,8
6097,Rosemary Herb Bread Recipe ,NULL,NULL,NULL,15459,12
6098,Almond Shortbread II Recipe ,NULL,NULL,NULL,15461,18
6099,No Cholesterol Chocolate Chip Recipe ,NULL,NULL,NULL,15463,36
6100,Oatmeal Coconut Thin Crisps Recipe ,NULL,NULL,NULL,15464,18
6101,Oatmeal Peanut Butter and Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,15466,18
6102,Stuffed Jalapenos I Recipe ,20,10,30,15467,11
6103,Orange Drop Cookies III Recipe ,NULL,NULL,NULL,15468,36
6104,Peanut Butter Chip Chocolate Cookies Recipe ,NULL,NULL,NULL,15469,12
6105,Pineapple Drop Cookies II Recipe ,NULL,NULL,NULL,15470,12
6106,Potato Chip Cookies V Recipe ,NULL,NULL,NULL,15471,36
6107,Pesto Pizza Recipe ,5,15,20,15472,24
6108,'St. Patrick''s Day Zucchini',NULL,NULL,NULL,15474,24
6109,'Sue''s Two',NULL,NULL,NULL,15476,30
6110,'Susan''s Cookies Recipe ',NULL,NULL,NULL,15478,12
6111,'T. T.''s Cookies Recipe ',NULL,NULL,NULL,15479,12
6112,The Right Choice Chocolate Chip Cookies Recipe ,NULL,NULL,NULL,15480,24
6113,Turtles® Cookies II Recipe ,NULL,NULL,NULL,15481,12
6114,White Chocolate Chip Oatmeal Cookies Recipe ,NULL,NULL,NULL,15482,36
6115,Pumpernickel Rye Bread Recipe ,25,45,220,15483,12
6116,'Grant''s Famous Midnight Grill BBQ Sauce Recipe ',15,NULL,15,15485,20
6117,Mediterranean Chicken Recipe ,NULL,NULL,NULL,15486,6
6118,Spinach Dip II Recipe ,5,10,15,15487,5
6119,'Diann''s Chili Vegetable Soup Recipe ',NULL,NULL,NULL,15488,40
6120,White Chocolate Macadamia Nut Cookies IV Recipe ,15,8,23,15489,24
6121,Honey Cranberry Oat Bread Recipe ,NULL,NULL,NULL,15490,20
6122,Ganache I Recipe ,NULL,NULL,NULL,15492,16
6123,Salad Dressing Cupcakes Recipe ,30,25,55,15494,12
6124,Hungarian Kifli II Recipe ,NULL,NULL,NULL,15495,24
6125,Applesauce Spice Cake Recipe ,NULL,NULL,NULL,15497,12
6126,Cheese and Onion Pie Recipe ,NULL,NULL,NULL,15498,8
6127,Whoopie Pies VI Recipe ,NULL,NULL,NULL,15499,12
6128,Roasted Asparagus and Garlic Recipe ,NULL,NULL,NULL,15501,6
6129,Spaghetti Chicken Casserole Recipe ,NULL,NULL,NULL,15502,6
6130,'Grandma Gudgel''s Black Bottom Cupcakes Recipe ',NULL,NULL,NULL,15503,24
6131,Cinnamon Sugar Biscotti Recipe ,NULL,NULL,NULL,15504,20
6132,Southern California Cioppino Recipe ,30,135,165,15506,8
6133,Krumkake II Recipe ,NULL,NULL,NULL,15508,18
6134,Proper English Cottage Pie Recipe ,NULL,NULL,NULL,15509,6
6135,Low Fat Chicken Tostadas Recipe ,NULL,NULL,NULL,15512,6
6136,Herbed Chuck Steaks Recipe ,15,30,525,15513,6
6137,Cola,30,225,285,15515,13
6138,Cream Cheese Ball Recipe ,15,NULL,135,15516,24
6139,Chunky Stew Recipe ,NULL,NULL,NULL,15519,6
6140,Chocolate Shoofly Pie Recipe ,NULL,NULL,NULL,15520,8
6141,Smoky Roll Ups Recipe ,10,25,35,15521,6
6142,Hamburger Rice Soup Recipe ,NULL,NULL,NULL,15522,6
6143,Simply Parmesan Chicken Recipe ,10,35,45,15523,5
6144,Double Peanut Butter Cookies II Recipe ,NULL,NULL,NULL,15524,60
6145,Crab Stuffed Mushrooms I Recipe ,20,15,35,15525,10
6146,Peanut Butter Candy Recipe ,NULL,NULL,NULL,15527,16
6147,Spinach Pinwheels Recipe ,20,12,32,15528,30
6148,Cappuccino Bon,NULL,NULL,NULL,15531,24
6149,Clothespin Cookies II Recipe ,NULL,NULL,NULL,15533,36
6150,The Easiest Blackened Chicken Recipe ,NULL,NULL,NULL,15536,4
6151,Eggless Sweet Potato Casserole Recipe ,15,45,60,15537,6
6152,Orange Glazed Swordfish Recipe ,5,10,45,15539,6
6153,Black Walnut Cake II Recipe ,NULL,NULL,NULL,15541,24
6154,Mexican Wedding Cookies Recipe ,NULL,NULL,NULL,15542,18
6155,'My Nana''s Gallettes Recipe ',NULL,NULL,NULL,15543,120
6156,A Surprise,NULL,NULL,NULL,15544,6
6157,Simple Macaroni Salad Recipe ,20,10,150,15546,8
6158,Hot Chocolate Mix I Recipe ,30,NULL,30,15547,80
6159,Hot Chocolate Mix II Recipe ,NULL,NULL,NULL,15548,75
6160,Fabulous Football Dip Recipe ,2,15,17,15549,16
6161,Plum Tomato and Escarole Salad with Parmesan Balsamic Dressing Recipe ,20,NULL,20,15550,6
6162,Sweet and Sour Meatballs Recipe ,20,90,110,15551,12
6163,Yogurt Herb Dipping Sauce Recipe ,125,NULL,125,15552,4
6164,Chicken Tortilla Soup III Recipe ,NULL,NULL,NULL,15553,8
6165,Chocolate Drops Recipe ,NULL,NULL,NULL,15554,48
6166,Chickpea and Pasta Soup Recipe ,NULL,NULL,NULL,15555,6
6167,Bourbon Sausage Recipe ,2,20,22,15556,6
6168,Creamy Vegetable Cheese Soup Recipe ,NULL,NULL,NULL,15557,7
6169,Easy Chocolate Drops Recipe ,NULL,NULL,NULL,15558,18
6170,Black Beans and Rice Recipe ,5,25,30,15559,10
6171,Sassy Sausage and Black Bean Soup Recipe ,NULL,NULL,NULL,15560,5
6172,Swedish Rye Cookies Recipe ,NULL,NULL,NULL,15561,12
6173,Peanut Butter Balls VII Recipe ,NULL,NULL,NULL,15562,6
6174,Raisin Filled Spice Cookies Recipe ,NULL,NULL,NULL,15563,7
6175,No Bake Pumpkin Pie I Recipe ,NULL,NULL,NULL,15564,8
6176,Chinese Cookies Recipe ,NULL,NULL,NULL,15565,12
6177,Cantaloupe Cream Pie Recipe ,NULL,NULL,NULL,15567,6
6178,Hawaiian Millionaire Pie Recipe ,15,NULL,75,15568,8
6179,Pistachio Chocolate Checkers Recipe ,50,8,238,15569,24
6180,Peanut Butter Dreams Recipe ,NULL,NULL,NULL,15570,60
6181,Coconut Custard Pie III Recipe ,NULL,NULL,NULL,15572,8
6182,Egg Custard Pie IV Recipe ,NULL,NULL,NULL,15573,8
6183,Cranberry Apple Pie III Recipe ,30,60,120,15574,8
6184,Coconut Cream Pie V Recipe ,NULL,NULL,NULL,15575,8
6185,Cranberry Cream Pie II Recipe ,30,60,90,15576,8
6186,Peanut Butter Pie X Recipe ,NULL,NULL,NULL,15577,16
6187,Lemon Icebox Pie II Recipe ,NULL,NULL,NULL,15578,12
6188,Graham Crackers Recipe ,NULL,NULL,NULL,15579,24
6189,'Amy''s Chocolate Chip Cookies Recipe ',5,10,15,15581,24
6190,Platte County Pie Recipe ,NULL,NULL,NULL,15584,11
6191,Scotcharoos  Recipe ,15,15,90,15585,24
6192,Apple Crisp V Recipe ,NULL,NULL,NULL,15586,16
6193,Butter Tart Squares Recipe ,NULL,NULL,NULL,15588,12
6194,Butter Tarts I Recipe ,NULL,NULL,NULL,15589,12
6195,Maids of Honor Tarts I Recipe ,NULL,NULL,NULL,15590,12
6196,Berries and Cream Recipe ,5,10,15,15593,6
6197,Taco Chip Chicken Wings Recipe ,NULL,NULL,NULL,15594,3
6198,One Bowl Chocolate Cake II Recipe ,NULL,NULL,NULL,15595,24
6199,Light Pimento Cheese Recipe ,NULL,NULL,NULL,15596,24
6200,Dream Pie Recipe ,NULL,NULL,NULL,15597,8
6201,Cauliflower Soup Recipe ,NULL,NULL,NULL,15598,5
6202,Pineapple Cinnamon Stuffed Acorn Squash Recipe ,NULL,NULL,NULL,15600,6
6203,Southwestern Black Bean Stew Recipe ,NULL,NULL,NULL,15601,6
6204,Ranch Potato Salad Recipe ,10,NULL,70,15602,6
6205,Banana Cream Pie III Recipe ,10,NULL,190,15603,8
6206,Mild Cheesy Chicken Enchiladas Recipe ,30,30,60,15604,8
6207,Pilgrim Pumpkin Pie Recipe ,NULL,NULL,NULL,15605,8
6208,Black Bean Spread Recipe ,5,NULL,5,15606,12
6209,Spinach and Pine Nuts Recipe ,10,5,15,15607,6
6210,Crab Rangoon II Recipe ,15,10,25,15609,10
6211,Honey Mustard Steak Recipe ,15,30,45,15610,6
6212,Cabbage on the Grill Recipe ,15,40,55,15611,8
6213,Triple Mushroom and Carrot Medley Recipe ,NULL,NULL,NULL,15612,6
6214,Teri,NULL,NULL,NULL,15614,2
6215,'Frenchie''s Salad Dressing Recipe ',15,NULL,45,15615,28
6216,Chile Basil Sesame Chicken Recipe ,NULL,NULL,NULL,15616,2
6217,Glazed Carrots Asian Style Recipe ,NULL,NULL,NULL,15617,6
6218,Italian Leafy Green Salad Recipe ,15,NULL,15,15618,6
6219,Scrambled Potatoes Recipe ,NULL,NULL,NULL,15622,7
6220,Dum,NULL,NULL,NULL,15623,8
6221,Happy Soup Recipe ,NULL,NULL,NULL,15625,7
6222,Peanut Butter Chews Recipe ,NULL,NULL,NULL,15626,12
6223,Scallop and Shrimp Kabobs Recipe ,14,6,35,15627,6
6224,Pecan Chocolate Chip Pie Recipe ,NULL,NULL,NULL,15628,8
6225,Favorite Pie Crust Recipe ,NULL,NULL,NULL,15630,64
6226,Apple Pizza Pie Recipe ,NULL,NULL,NULL,15631,8
6227,Gourmet Sweet Potato Classic Recipe ,20,65,85,15633,8
6228,Graham Streusel Coffee Cake Recipe ,NULL,NULL,NULL,15635,24
6229,Roasted Potato Medley Recipe ,10,40,50,15636,6
6230,'Hannah''s Cream Cheese Caramel Apple Pie Recipe ',NULL,NULL,NULL,15637,8
6231,Graham Cracker Cream Pie Recipe ,15,NULL,105,15638,8
6232,Carrots with Cognac Recipe ,NULL,NULL,NULL,15639,6
6233,Grilled Chicken with Herbs Recipe ,NULL,NULL,NULL,15641,6
6234,Rhubarb Crunch Recipe ,15,40,55,15643,12
6235,Hot Chicken Salad Casserole Recipe ,15,30,45,15645,6
6236,Chicken Honey Nut Stir Fry Recipe ,10,10,20,15646,6
6237,Giant Strawberries with Raspberry Dip Recipe ,125,NULL,125,15647,6
6238,Hot Clam Dip II Recipe ,NULL,NULL,NULL,15648,12
6239,Slow Cooker Adobo Chicken Recipe ,30,480,510,15650,6
6240,Warm Apple Buttermilk Custard Pie Recipe ,NULL,NULL,NULL,15656,8
6241,Watergate Pie Recipe ,NULL,NULL,NULL,15657,12
6242,Shoofly Pie II Recipe ,NULL,NULL,NULL,15658,8
6243,Simple Raisin Pie Recipe ,NULL,NULL,NULL,15659,8
6244,Strawberry Daiquiri Pie Recipe ,NULL,NULL,NULL,15660,16
6245,Lemon Pineapple Pie Recipe ,15,NULL,255,15661,8
6246,German Apple Dapple Cake Recipe ,NULL,NULL,NULL,15662,12
6247,Vanilla Cream and Chocolate Wafer Pie Recipe ,15,NULL,75,15663,8
6248,Chocolate Supreme Pie Recipe ,NULL,NULL,NULL,15664,8
6249,Key Lime Cream Pie Recipe ,NULL,NULL,NULL,15666,8
6250,Wassail II Recipe ,NULL,NULL,NULL,15667,32
6251,Favorite Popcorn Balls Recipe ,NULL,NULL,NULL,15668,14
6252,Rum Balls II Recipe ,40,NULL,40,15671,30
6253,Lemon Whipped Pie Recipe ,NULL,NULL,NULL,15673,16
6254,Grilled Caribbean Chicken Recipe ,NULL,NULL,NULL,15674,6
6255,Grilled Caribbean Chicken Breasts Recipe ,NULL,NULL,NULL,15675,6
6256,Basic Bread Pudding II Recipe ,NULL,NULL,NULL,15676,9
6257,Lemon Icebox Pie I Recipe ,NULL,NULL,NULL,15677,8
6258,Orange Party Cake I Recipe ,NULL,NULL,NULL,15678,12
6259,Asian Beef with Snow Peas Recipe ,5,10,15,15679,4
6260,Yukon Gold Mashed Potatoes with Roasted Shallots Recipe ,NULL,NULL,NULL,15680,6
6261,Blueberry Bake Recipe ,30,40,90,15682,6
6262,Dutch Apple Pie with Oatmeal Streusel Recipe ,NULL,NULL,NULL,15683,8
6263,Oreo  Cookie Bark Recipe ,NULL,NULL,NULL,15684,50
6264,Pasta with Grilled Shrimp and Pineapple Salsa Recipe ,15,20,35,15687,6
6265,Tortilla Soup III Recipe ,NULL,NULL,NULL,15688,8
6266,Mexican Roll Ups Recipe ,15,NULL,15,15689,6
6267,Coffee Liqueur Bread Pudding with Caramel Sauce Recipe ,NULL,NULL,NULL,15690,8
6268,Chili Cheese Dip II Recipe ,NULL,NULL,NULL,15692,3
6269,Peanut Butter Fudge III Recipe ,NULL,NULL,NULL,15694,36
6270,Sea Foam Candy Recipe ,NULL,NULL,NULL,15695,50
6271,Less Fat Gingersnaps Recipe ,NULL,NULL,NULL,15696,48
6272,No Sugar Apple Pie Recipe ,NULL,NULL,NULL,15697,8
6273,Tamale Pie II Recipe ,NULL,NULL,NULL,15698,12
6274,'Terry''s Favorite Easy Chicken Pie Recipe ',NULL,NULL,NULL,15699,6
6275,'Grandma''s Meatloaf Recipe ',10,50,60,15701,5
6276,Meringue I Recipe ,NULL,NULL,NULL,15703,8
6277,Chocolate Decadence Yule Log Recipe ,30,30,120,15704,12
6278,Chocolate Mousse Cake III Recipe ,NULL,NULL,NULL,15705,12
6279,Chocolate Scotch Whiskey Cake Recipe ,NULL,NULL,NULL,15706,12
6280,German Chocolate Chip Pound Cake Recipe ,20,90,120,15707,14
6281,Cheeseburger Pie Recipe ,NULL,NULL,NULL,15708,6
6282,One Dish Chicken Noodles Recipe ,NULL,NULL,NULL,15709,6
6283,Cracker Candy Recipe ,5,10,30,15710,10
6284,Mock Cherry Pie Recipe ,NULL,NULL,NULL,15711,7
6285,Tropical Chicken Salad Recipe ,10,NULL,70,15712,6
6286,Easy Creamy Vanilla Fudge Recipe ,NULL,NULL,NULL,15713,20
6287,Mini Meatloaves Recipe ,15,45,60,15715,8
6288,Pineapple Cranberry Salad Recipe ,NULL,NULL,NULL,15716,9
6289,Addicting Chip Dip Recipe ,65,NULL,65,15717,8
6290,Basic Bean Soup Recipe ,NULL,NULL,NULL,15719,10
6291,Fresh Apple Cake I Recipe ,NULL,NULL,NULL,15721,8
6292,Chocolate Sandwich Cookies II Recipe ,NULL,NULL,NULL,15722,12
6293,Vaselopita ,30,60,90,15723,12
6294,Farm Apple Pie Recipe ,NULL,NULL,NULL,15724,20
6295,Luscious Chicken Pot Pie Recipe ,10,45,55,15725,8
6296,Sunday Morning Asian Frittata Recipe ,NULL,NULL,NULL,15726,6
6297,No Fail Pie Crust II Recipe ,NULL,NULL,NULL,15730,32
6298,'Mother''s Day Pie Recipe ',15,35,170,15732,8
6299,Fresh Applesauce Recipe ,15,30,45,15733,8
6300,Fruited Curry Chicken Salad Recipe ,NULL,NULL,NULL,15735,8
6301,Quick and Easy Enchiladas Recipe ,NULL,NULL,NULL,15737,6
6302,Berry Rhubarb Pie Recipe ,NULL,NULL,NULL,15738,8
6303,Honey Crunch Pecan Pie Recipe ,30,60,170,15739,8
6304,Senate Bean Soup Recipe ,20,140,160,15740,11
6305,Scrumptious Sweet Potato Casserole Recipe ,NULL,NULL,NULL,15741,9
6306,'Kati Rose''s Cheese Ball Recipe ',10,NULL,70,15742,11
6307,Braunschweiger Ball Recipe ,75,NULL,75,15743,20
6308,Bay Scallop Chowder Recipe ,NULL,NULL,NULL,15745,4
6309,Best Ever Banana Bread Recipe ,NULL,NULL,NULL,15747,12
6310,Citrus Swordfish With Citrus Salsa Recipe ,10,15,55,15748,6
6311,Honey Oatmeal Chewies Recipe ,NULL,NULL,NULL,15749,36
6312,Hummingbird Cake Recipe ,20,60,140,15750,15
6313,Holiday Fudge Recipe ,5,10,15,15751,24
6314,Cantaloupe Pie II Recipe ,30,60,90,15752,8
6315,Brownie Pie Recipe ,20,25,45,15755,12
6316,Chocolate Cream Pie II Recipe ,NULL,NULL,NULL,15756,8
6317,'Clay''s Sherry  Wine Cake Recipe ',NULL,NULL,NULL,15757,12
6318,Gumdrop Cake Recipe ,NULL,NULL,NULL,15758,10
6319,Christmas Jewels Recipe ,NULL,NULL,NULL,15761,24
6320,Chocolate Raspberry Cloud Recipe ,NULL,NULL,NULL,15763,8
6321,German Apple Cake II Recipe ,NULL,NULL,NULL,15765,24
6322,Hickory Nut Cake Recipe ,NULL,NULL,NULL,15766,24
6323,Lemon Ice,NULL,NULL,NULL,15767,12
6324,Perfect Chocolate Cake Recipe ,NULL,NULL,NULL,15768,12
6325,Basic Bread Stuffing Recipe ,NULL,NULL,NULL,15772,12
6326,"Bok Choy, Carrots and Green Beans Recipe ",NULL,NULL,NULL,15773,6
6327,Brussels Sprouts and Chestnuts Recipe ,NULL,NULL,NULL,15774,6
6328,Yogurt Shrimp Fettuccine Recipe ,NULL,NULL,NULL,15776,7
6329,Rhubarb Custard Pie III Recipe ,NULL,NULL,NULL,15777,8
6330,Coconut  Pie II Recipe ,NULL,NULL,NULL,15778,8
